"","L_ppi","Method","bs","state","state_ind"
"1",13,"MAP","0.01","alabama",1
"2",66,"MAP","0.01","alabama",1
"3",69,"MAP","0.01","alabama",1
"4",124,"MAP","0.01","alabama",1
"5",17,"MAP","0.001","alabama",1
"6",29,"MAP","0.001","alabama",1
"7",53,"MAP","0.001","alabama",1
"8",66,"MAP","0.001","alabama",1
"9",69,"MAP","0.001","alabama",1
"10",84,"MAP","0.001","alabama",1
"11",124,"MAP","0.001","alabama",1
"12",125,"MAP","0.001","alabama",1
"13",145,"MAP","0.001","alabama",1
"14",16,"MAP","0.0001","alabama",1
"15",32,"MAP","0.0001","alabama",1
"16",48,"MAP","0.0001","alabama",1
"17",56,"MAP","0.0001","alabama",1
"18",66,"MAP","0.0001","alabama",1
"19",69,"MAP","0.0001","alabama",1
"20",96,"MAP","0.0001","alabama",1
"21",104,"MAP","0.0001","alabama",1
"22",122,"MAP","0.0001","alabama",1
"23",126,"MAP","0.0001","alabama",1
"24",145,"MAP","0.0001","alabama",1
"25",7,"MAP","0.00001","alabama",1
"26",16,"MAP","0.00001","alabama",1
"27",31,"MAP","0.00001","alabama",1
"28",49,"MAP","0.00001","alabama",1
"29",56,"MAP","0.00001","alabama",1
"30",57,"MAP","0.00001","alabama",1
"31",62,"MAP","0.00001","alabama",1
"32",66,"MAP","0.00001","alabama",1
"33",69,"MAP","0.00001","alabama",1
"34",75,"MAP","0.00001","alabama",1
"35",88,"MAP","0.00001","alabama",1
"36",93,"MAP","0.00001","alabama",1
"37",98,"MAP","0.00001","alabama",1
"38",104,"MAP","0.00001","alabama",1
"39",109,"MAP","0.00001","alabama",1
"40",116,"MAP","0.00001","alabama",1
"41",123,"MAP","0.00001","alabama",1
"42",125,"MAP","0.00001","alabama",1
"43",129,"MAP","0.00001","alabama",1
"44",137,"MAP","0.00001","alabama",1
"45",140,"MAP","0.00001","alabama",1
"46",144,"MAP","0.00001","alabama",1
"47",30,"MAP","0.01","arizona",2
"48",31,"MAP","0.01","arizona",2
"49",32,"MAP","0.01","arizona",2
"50",35,"MAP","0.01","arizona",2
"51",17,"MAP","0.001","arizona",2
"52",31,"MAP","0.001","arizona",2
"53",32,"MAP","0.001","arizona",2
"54",35,"MAP","0.001","arizona",2
"55",69,"MAP","0.001","arizona",2
"56",17,"MAP","0.0001","arizona",2
"57",27,"MAP","0.0001","arizona",2
"58",30,"MAP","0.0001","arizona",2
"59",31,"MAP","0.0001","arizona",2
"60",32,"MAP","0.0001","arizona",2
"61",34,"MAP","0.0001","arizona",2
"62",36,"MAP","0.0001","arizona",2
"63",44,"MAP","0.0001","arizona",2
"64",51,"MAP","0.0001","arizona",2
"65",75,"MAP","0.0001","arizona",2
"66",81,"MAP","0.0001","arizona",2
"67",17,"MAP","0.00001","arizona",2
"68",19,"MAP","0.00001","arizona",2
"69",25,"MAP","0.00001","arizona",2
"70",28,"MAP","0.00001","arizona",2
"71",30,"MAP","0.00001","arizona",2
"72",31,"MAP","0.00001","arizona",2
"73",32,"MAP","0.00001","arizona",2
"74",34,"MAP","0.00001","arizona",2
"75",35,"MAP","0.00001","arizona",2
"76",38,"MAP","0.00001","arizona",2
"77",42,"MAP","0.00001","arizona",2
"78",45,"MAP","0.00001","arizona",2
"79",48,"MAP","0.00001","arizona",2
"80",53,"MAP","0.00001","arizona",2
"81",59,"MAP","0.00001","arizona",2
"82",65,"MAP","0.00001","arizona",2
"83",74,"MAP","0.00001","arizona",2
"84",81,"MAP","0.00001","arizona",2
"85",23,"MAP","0.01","arkansas",3
"86",25,"MAP","0.01","arkansas",3
"87",54,"MAP","0.01","arkansas",3
"88",224,"MAP","0.01","arkansas",3
"89",23,"MAP","0.001","arkansas",3
"90",25,"MAP","0.001","arkansas",3
"91",42,"MAP","0.001","arkansas",3
"92",51,"MAP","0.001","arkansas",3
"93",56,"MAP","0.001","arkansas",3
"94",195,"MAP","0.001","arkansas",3
"95",254,"MAP","0.001","arkansas",3
"96",1,"MAP","0.0001","arkansas",3
"97",4,"MAP","0.0001","arkansas",3
"98",19,"MAP","0.0001","arkansas",3
"99",25,"MAP","0.0001","arkansas",3
"100",40,"MAP","0.0001","arkansas",3
"101",44,"MAP","0.0001","arkansas",3
"102",51,"MAP","0.0001","arkansas",3
"103",57,"MAP","0.0001","arkansas",3
"104",99,"MAP","0.0001","arkansas",3
"105",104,"MAP","0.0001","arkansas",3
"106",205,"MAP","0.0001","arkansas",3
"107",247,"MAP","0.0001","arkansas",3
"108",253,"MAP","0.0001","arkansas",3
"109",1,"MAP","0.00001","arkansas",3
"110",2,"MAP","0.00001","arkansas",3
"111",19,"MAP","0.00001","arkansas",3
"112",24,"MAP","0.00001","arkansas",3
"113",25,"MAP","0.00001","arkansas",3
"114",38,"MAP","0.00001","arkansas",3
"115",43,"MAP","0.00001","arkansas",3
"116",51,"MAP","0.00001","arkansas",3
"117",55,"MAP","0.00001","arkansas",3
"118",58,"MAP","0.00001","arkansas",3
"119",72,"MAP","0.00001","arkansas",3
"120",76,"MAP","0.00001","arkansas",3
"121",86,"MAP","0.00001","arkansas",3
"122",90,"MAP","0.00001","arkansas",3
"123",96,"MAP","0.00001","arkansas",3
"124",99,"MAP","0.00001","arkansas",3
"125",108,"MAP","0.00001","arkansas",3
"126",118,"MAP","0.00001","arkansas",3
"127",121,"MAP","0.00001","arkansas",3
"128",135,"MAP","0.00001","arkansas",3
"129",138,"MAP","0.00001","arkansas",3
"130",143,"MAP","0.00001","arkansas",3
"131",151,"MAP","0.00001","arkansas",3
"132",168,"MAP","0.00001","arkansas",3
"133",171,"MAP","0.00001","arkansas",3
"134",174,"MAP","0.00001","arkansas",3
"135",182,"MAP","0.00001","arkansas",3
"136",185,"MAP","0.00001","arkansas",3
"137",200,"MAP","0.00001","arkansas",3
"138",202,"MAP","0.00001","arkansas",3
"139",217,"MAP","0.00001","arkansas",3
"140",221,"MAP","0.00001","arkansas",3
"141",225,"MAP","0.00001","arkansas",3
"142",232,"MAP","0.00001","arkansas",3
"143",235,"MAP","0.00001","arkansas",3
"144",240,"MAP","0.00001","arkansas",3
"145",255,"MAP","0.00001","arkansas",3
"146",5,"MAP","0.01","california",4
"147",54,"MAP","0.01","california",4
"148",56,"MAP","0.01","california",4
"149",147,"MAP","0.01","california",4
"150",407,"MAP","0.01","california",4
"151",432,"MAP","0.01","california",4
"152",5,"MAP","0.001","california",4
"153",51,"MAP","0.001","california",4
"154",56,"MAP","0.001","california",4
"155",91,"MAP","0.001","california",4
"156",144,"MAP","0.001","california",4
"157",240,"MAP","0.001","california",4
"158",246,"MAP","0.001","california",4
"159",375,"MAP","0.001","california",4
"160",432,"MAP","0.001","california",4
"161",1,"MAP","0.0001","california",4
"162",4,"MAP","0.0001","california",4
"163",17,"MAP","0.0001","california",4
"164",40,"MAP","0.0001","california",4
"165",49,"MAP","0.0001","california",4
"166",56,"MAP","0.0001","california",4
"167",87,"MAP","0.0001","california",4
"168",130,"MAP","0.0001","california",4
"169",141,"MAP","0.0001","california",4
"170",152,"MAP","0.0001","california",4
"171",193,"MAP","0.0001","california",4
"172",206,"MAP","0.0001","california",4
"173",223,"MAP","0.0001","california",4
"174",242,"MAP","0.0001","california",4
"175",271,"MAP","0.0001","california",4
"176",303,"MAP","0.0001","california",4
"177",330,"MAP","0.0001","california",4
"178",375,"MAP","0.0001","california",4
"179",387,"MAP","0.0001","california",4
"180",403,"MAP","0.0001","california",4
"181",416,"MAP","0.0001","california",4
"182",432,"MAP","0.0001","california",4
"183",1,"MAP","0.00001","california",4
"184",4,"MAP","0.00001","california",4
"185",6,"MAP","0.00001","california",4
"186",19,"MAP","0.00001","california",4
"187",23,"MAP","0.00001","california",4
"188",38,"MAP","0.00001","california",4
"189",50,"MAP","0.00001","california",4
"190",56,"MAP","0.00001","california",4
"191",85,"MAP","0.00001","california",4
"192",96,"MAP","0.00001","california",4
"193",104,"MAP","0.00001","california",4
"194",111,"MAP","0.00001","california",4
"195",117,"MAP","0.00001","california",4
"196",130,"MAP","0.00001","california",4
"197",139,"MAP","0.00001","california",4
"198",141,"MAP","0.00001","california",4
"199",153,"MAP","0.00001","california",4
"200",188,"MAP","0.00001","california",4
"201",193,"MAP","0.00001","california",4
"202",204,"MAP","0.00001","california",4
"203",223,"MAP","0.00001","california",4
"204",240,"MAP","0.00001","california",4
"205",248,"MAP","0.00001","california",4
"206",255,"MAP","0.00001","california",4
"207",267,"MAP","0.00001","california",4
"208",285,"MAP","0.00001","california",4
"209",296,"MAP","0.00001","california",4
"210",307,"MAP","0.00001","california",4
"211",327,"MAP","0.00001","california",4
"212",350,"MAP","0.00001","california",4
"213",354,"MAP","0.00001","california",4
"214",376,"MAP","0.00001","california",4
"215",387,"MAP","0.00001","california",4
"216",402,"MAP","0.00001","california",4
"217",416,"MAP","0.00001","california",4
"218",430,"MAP","0.00001","california",4
"219",3,"MAP","0.01","colorado",5
"220",11,"MAP","0.01","colorado",5
"221",12,"MAP","0.01","colorado",5
"222",19,"MAP","0.01","colorado",5
"223",3,"MAP","0.001","colorado",5
"224",11,"MAP","0.001","colorado",5
"225",12,"MAP","0.001","colorado",5
"226",16,"MAP","0.001","colorado",5
"227",3,"MAP","0.0001","colorado",5
"228",11,"MAP","0.0001","colorado",5
"229",12,"MAP","0.0001","colorado",5
"230",16,"MAP","0.0001","colorado",5
"231",3,"MAP","0.00001","colorado",5
"232",11,"MAP","0.00001","colorado",5
"233",12,"MAP","0.00001","colorado",5
"234",16,"MAP","0.00001","colorado",5
"235",1,"MAP","0.01","connecticut",6
"236",11,"MAP","0.01","connecticut",6
"237",13,"MAP","0.01","connecticut",6
"238",70,"MAP","0.01","connecticut",6
"239",1,"MAP","0.001","connecticut",6
"240",11,"MAP","0.001","connecticut",6
"241",18,"MAP","0.001","connecticut",6
"242",46,"MAP","0.001","connecticut",6
"243",69,"MAP","0.001","connecticut",6
"244",1,"MAP","0.0001","connecticut",6
"245",11,"MAP","0.0001","connecticut",6
"246",13,"MAP","0.0001","connecticut",6
"247",20,"MAP","0.0001","connecticut",6
"248",46,"MAP","0.0001","connecticut",6
"249",69,"MAP","0.0001","connecticut",6
"250",71,"MAP","0.0001","connecticut",6
"251",72,"MAP","0.0001","connecticut",6
"252",1,"MAP","0.00001","connecticut",6
"253",4,"MAP","0.00001","connecticut",6
"254",5,"MAP","0.00001","connecticut",6
"255",10,"MAP","0.00001","connecticut",6
"256",13,"MAP","0.00001","connecticut",6
"257",15,"MAP","0.00001","connecticut",6
"258",18,"MAP","0.00001","connecticut",6
"259",32,"MAP","0.00001","connecticut",6
"260",33,"MAP","0.00001","connecticut",6
"261",37,"MAP","0.00001","connecticut",6
"262",46,"MAP","0.00001","connecticut",6
"263",47,"MAP","0.00001","connecticut",6
"264",55,"MAP","0.00001","connecticut",6
"265",62,"MAP","0.00001","connecticut",6
"266",67,"MAP","0.00001","connecticut",6
"267",70,"MAP","0.00001","connecticut",6
"268",71,"MAP","0.00001","connecticut",6
"269",72,"MAP","0.00001","connecticut",6
"270",73,"MAP","0.00001","connecticut",6
"271",18,"MAP","0.01","delaware",7
"272",74,"MAP","0.01","delaware",7
"273",75,"MAP","0.01","delaware",7
"274",1,"MAP","0.001","delaware",7
"275",9,"MAP","0.001","delaware",7
"276",21,"MAP","0.001","delaware",7
"277",51,"MAP","0.001","delaware",7
"278",65,"MAP","0.001","delaware",7
"279",75,"MAP","0.001","delaware",7
"280",1,"MAP","0.0001","delaware",7
"281",7,"MAP","0.0001","delaware",7
"282",12,"MAP","0.0001","delaware",7
"283",17,"MAP","0.0001","delaware",7
"284",23,"MAP","0.0001","delaware",7
"285",28,"MAP","0.0001","delaware",7
"286",38,"MAP","0.0001","delaware",7
"287",45,"MAP","0.0001","delaware",7
"288",47,"MAP","0.0001","delaware",7
"289",52,"MAP","0.0001","delaware",7
"290",59,"MAP","0.0001","delaware",7
"291",63,"MAP","0.0001","delaware",7
"292",71,"MAP","0.0001","delaware",7
"293",74,"MAP","0.0001","delaware",7
"294",75,"MAP","0.0001","delaware",7
"295",1,"MAP","0.00001","delaware",7
"296",6,"MAP","0.00001","delaware",7
"297",8,"MAP","0.00001","delaware",7
"298",12,"MAP","0.00001","delaware",7
"299",13,"MAP","0.00001","delaware",7
"300",17,"MAP","0.00001","delaware",7
"301",23,"MAP","0.00001","delaware",7
"302",28,"MAP","0.00001","delaware",7
"303",30,"MAP","0.00001","delaware",7
"304",33,"MAP","0.00001","delaware",7
"305",35,"MAP","0.00001","delaware",7
"306",38,"MAP","0.00001","delaware",7
"307",41,"MAP","0.00001","delaware",7
"308",45,"MAP","0.00001","delaware",7
"309",48,"MAP","0.00001","delaware",7
"310",51,"MAP","0.00001","delaware",7
"311",55,"MAP","0.00001","delaware",7
"312",57,"MAP","0.00001","delaware",7
"313",59,"MAP","0.00001","delaware",7
"314",62,"MAP","0.00001","delaware",7
"315",64,"MAP","0.00001","delaware",7
"316",72,"MAP","0.00001","delaware",7
"317",74,"MAP","0.00001","delaware",7
"318",75,"MAP","0.00001","delaware",7
"319",1,"MAP","0.01","district of columbia",8
"320",2,"MAP","0.01","district of columbia",8
"321",3,"MAP","0.01","district of columbia",8
"322",4,"MAP","0.01","district of columbia",8
"323",5,"MAP","0.01","district of columbia",8
"324",6,"MAP","0.01","district of columbia",8
"325",7,"MAP","0.01","district of columbia",8
"326",8,"MAP","0.01","district of columbia",8
"327",1,"MAP","0.001","district of columbia",8
"328",2,"MAP","0.001","district of columbia",8
"329",3,"MAP","0.001","district of columbia",8
"330",4,"MAP","0.001","district of columbia",8
"331",5,"MAP","0.001","district of columbia",8
"332",6,"MAP","0.001","district of columbia",8
"333",7,"MAP","0.001","district of columbia",8
"334",8,"MAP","0.001","district of columbia",8
"335",1,"MAP","0.0001","district of columbia",8
"336",2,"MAP","0.0001","district of columbia",8
"337",3,"MAP","0.0001","district of columbia",8
"338",4,"MAP","0.0001","district of columbia",8
"339",5,"MAP","0.0001","district of columbia",8
"340",6,"MAP","0.0001","district of columbia",8
"341",7,"MAP","0.0001","district of columbia",8
"342",8,"MAP","0.0001","district of columbia",8
"343",1,"MAP","0.00001","district of columbia",8
"344",2,"MAP","0.00001","district of columbia",8
"345",3,"MAP","0.00001","district of columbia",8
"346",4,"MAP","0.00001","district of columbia",8
"347",5,"MAP","0.00001","district of columbia",8
"348",6,"MAP","0.00001","district of columbia",8
"349",7,"MAP","0.00001","district of columbia",8
"350",8,"MAP","0.00001","district of columbia",8
"351",52,"MAP","0.01","florida",9
"352",131,"MAP","0.01","florida",9
"353",176,"MAP","0.01","florida",9
"354",466,"MAP","0.01","florida",9
"355",690,"MAP","0.01","florida",9
"356",46,"MAP","0.001","florida",9
"357",115,"MAP","0.001","florida",9
"358",149,"MAP","0.001","florida",9
"359",188,"MAP","0.001","florida",9
"360",294,"MAP","0.001","florida",9
"361",429,"MAP","0.001","florida",9
"362",487,"MAP","0.001","florida",9
"363",534,"MAP","0.001","florida",9
"364",639,"MAP","0.001","florida",9
"365",718,"MAP","0.001","florida",9
"366",730,"MAP","0.001","florida",9
"367",22,"MAP","0.0001","florida",9
"368",30,"MAP","0.0001","florida",9
"369",47,"MAP","0.0001","florida",9
"370",115,"MAP","0.0001","florida",9
"371",123,"MAP","0.0001","florida",9
"372",154,"MAP","0.0001","florida",9
"373",189,"MAP","0.0001","florida",9
"374",298,"MAP","0.0001","florida",9
"375",322,"MAP","0.0001","florida",9
"376",349,"MAP","0.0001","florida",9
"377",421,"MAP","0.0001","florida",9
"378",486,"MAP","0.0001","florida",9
"379",537,"MAP","0.0001","florida",9
"380",587,"MAP","0.0001","florida",9
"381",645,"MAP","0.0001","florida",9
"382",713,"MAP","0.0001","florida",9
"383",736,"MAP","0.0001","florida",9
"384",1,"MAP","0.00001","florida",9
"385",9,"MAP","0.00001","florida",9
"386",13,"MAP","0.00001","florida",9
"387",20,"MAP","0.00001","florida",9
"388",27,"MAP","0.00001","florida",9
"389",35,"MAP","0.00001","florida",9
"390",52,"MAP","0.00001","florida",9
"391",62,"MAP","0.00001","florida",9
"392",114,"MAP","0.00001","florida",9
"393",131,"MAP","0.00001","florida",9
"394",154,"MAP","0.00001","florida",9
"395",176,"MAP","0.00001","florida",9
"396",182,"MAP","0.00001","florida",9
"397",191,"MAP","0.00001","florida",9
"398",219,"MAP","0.00001","florida",9
"399",230,"MAP","0.00001","florida",9
"400",235,"MAP","0.00001","florida",9
"401",248,"MAP","0.00001","florida",9
"402",264,"MAP","0.00001","florida",9
"403",269,"MAP","0.00001","florida",9
"404",274,"MAP","0.00001","florida",9
"405",281,"MAP","0.00001","florida",9
"406",298,"MAP","0.00001","florida",9
"407",323,"MAP","0.00001","florida",9
"408",326,"MAP","0.00001","florida",9
"409",333,"MAP","0.00001","florida",9
"410",348,"MAP","0.00001","florida",9
"411",366,"MAP","0.00001","florida",9
"412",381,"MAP","0.00001","florida",9
"413",408,"MAP","0.00001","florida",9
"414",433,"MAP","0.00001","florida",9
"415",439,"MAP","0.00001","florida",9
"416",482,"MAP","0.00001","florida",9
"417",492,"MAP","0.00001","florida",9
"418",504,"MAP","0.00001","florida",9
"419",506,"MAP","0.00001","florida",9
"420",538,"MAP","0.00001","florida",9
"421",562,"MAP","0.00001","florida",9
"422",596,"MAP","0.00001","florida",9
"423",601,"MAP","0.00001","florida",9
"424",618,"MAP","0.00001","florida",9
"425",633,"MAP","0.00001","florida",9
"426",637,"MAP","0.00001","florida",9
"427",660,"MAP","0.00001","florida",9
"428",670,"MAP","0.00001","florida",9
"429",689,"MAP","0.00001","florida",9
"430",699,"MAP","0.00001","florida",9
"431",706,"MAP","0.00001","florida",9
"432",718,"MAP","0.00001","florida",9
"433",735,"MAP","0.00001","florida",9
"434",1,"MAP","0.01","georgia",10
"435",139,"MAP","0.01","georgia",10
"436",148,"MAP","0.01","georgia",10
"437",211,"MAP","0.01","georgia",10
"438",220,"MAP","0.01","georgia",10
"439",5,"MAP","0.001","georgia",10
"440",115,"MAP","0.001","georgia",10
"441",147,"MAP","0.001","georgia",10
"442",148,"MAP","0.001","georgia",10
"443",211,"MAP","0.001","georgia",10
"444",220,"MAP","0.001","georgia",10
"445",280,"MAP","0.001","georgia",10
"446",79,"MAP","0.0001","georgia",10
"447",84,"MAP","0.0001","georgia",10
"448",112,"MAP","0.0001","georgia",10
"449",125,"MAP","0.0001","georgia",10
"450",135,"MAP","0.0001","georgia",10
"451",149,"MAP","0.0001","georgia",10
"452",163,"MAP","0.0001","georgia",10
"453",182,"MAP","0.0001","georgia",10
"454",184,"MAP","0.0001","georgia",10
"455",211,"MAP","0.0001","georgia",10
"456",215,"MAP","0.0001","georgia",10
"457",221,"MAP","0.0001","georgia",10
"458",236,"MAP","0.0001","georgia",10
"459",280,"MAP","0.0001","georgia",10
"460",299,"MAP","0.0001","georgia",10
"461",302,"MAP","0.0001","georgia",10
"462",2,"MAP","0.00001","georgia",10
"463",14,"MAP","0.00001","georgia",10
"464",19,"MAP","0.00001","georgia",10
"465",27,"MAP","0.00001","georgia",10
"466",34,"MAP","0.00001","georgia",10
"467",39,"MAP","0.00001","georgia",10
"468",46,"MAP","0.00001","georgia",10
"469",57,"MAP","0.00001","georgia",10
"470",59,"MAP","0.00001","georgia",10
"471",69,"MAP","0.00001","georgia",10
"472",76,"MAP","0.00001","georgia",10
"473",84,"MAP","0.00001","georgia",10
"474",104,"MAP","0.00001","georgia",10
"475",111,"MAP","0.00001","georgia",10
"476",123,"MAP","0.00001","georgia",10
"477",130,"MAP","0.00001","georgia",10
"478",137,"MAP","0.00001","georgia",10
"479",141,"MAP","0.00001","georgia",10
"480",145,"MAP","0.00001","georgia",10
"481",149,"MAP","0.00001","georgia",10
"482",163,"MAP","0.00001","georgia",10
"483",181,"MAP","0.00001","georgia",10
"484",187,"MAP","0.00001","georgia",10
"485",204,"MAP","0.00001","georgia",10
"486",211,"MAP","0.00001","georgia",10
"487",216,"MAP","0.00001","georgia",10
"488",222,"MAP","0.00001","georgia",10
"489",234,"MAP","0.00001","georgia",10
"490",244,"MAP","0.00001","georgia",10
"491",259,"MAP","0.00001","georgia",10
"492",263,"MAP","0.00001","georgia",10
"493",274,"MAP","0.00001","georgia",10
"494",287,"MAP","0.00001","georgia",10
"495",291,"MAP","0.00001","georgia",10
"496",299,"MAP","0.00001","georgia",10
"497",1,"MAP","0.01","idaho",11
"498",53,"MAP","0.01","idaho",11
"499",155,"MAP","0.01","idaho",11
"500",188,"MAP","0.01","idaho",11
"501",1,"MAP","0.001","idaho",11
"502",44,"MAP","0.001","idaho",11
"503",53,"MAP","0.001","idaho",11
"504",55,"MAP","0.001","idaho",11
"505",97,"MAP","0.001","idaho",11
"506",111,"MAP","0.001","idaho",11
"507",149,"MAP","0.001","idaho",11
"508",188,"MAP","0.001","idaho",11
"509",189,"MAP","0.001","idaho",11
"510",1,"MAP","0.0001","idaho",11
"511",9,"MAP","0.0001","idaho",11
"512",16,"MAP","0.0001","idaho",11
"513",37,"MAP","0.0001","idaho",11
"514",46,"MAP","0.0001","idaho",11
"515",53,"MAP","0.0001","idaho",11
"516",54,"MAP","0.0001","idaho",11
"517",55,"MAP","0.0001","idaho",11
"518",82,"MAP","0.0001","idaho",11
"519",92,"MAP","0.0001","idaho",11
"520",118,"MAP","0.0001","idaho",11
"521",127,"MAP","0.0001","idaho",11
"522",151,"MAP","0.0001","idaho",11
