"","num","equil","pn","elapse"
"elapsed504","5","FALSE","100",2.05699999997159
"elapsed505","5","FALSE","100",2.0449999999837
"elapsed506","5","FALSE","100",2.00099999998929
"elapsed507","5","FALSE","100",1.85100000002421
"elapsed508","5","FALSE","100",1.74599999998463
"elapsed509","5","FALSE","100",2.10700000001816
"elapsed510","5","FALSE","100",2.36300000001211
"elapsed511","5","FALSE","100",1.78400000004331
"elapsed512","5","FALSE","100",1.88800000003539
"elapsed513","5","FALSE","100",2.02399999997579
"elapsed514","5","FALSE","100",2.01000000000931
"elapsed515","5","FALSE","100",1.99699999997392
"elapsed516","5","FALSE","100",1.90000000002328
"elapsed517","5","FALSE","100",1.90400000003865
"elapsed518","5","FALSE","100",2.02100000000792
"elapsed519","5","FALSE","100",2.01899999997113
"elapsed520","5","FALSE","100",1.89600000000792
"elapsed521","5","FALSE","100",1.78899999998976
"elapsed522","5","FALSE","100",1.64600000000792
"elapsed523","5","FALSE","100",1.93199999997159
"elapsed524","5","FALSE","100",1.85900000005495
"elapsed525","5","FALSE","100",2.0460000000312
"elapsed526","5","FALSE","100",1.89600000000792
"elapsed527","5","FALSE","100",1.92699999996694
"elapsed528","5","FALSE","100",1.77899999998044
"elapsed529","5","FALSE","100",2.0910000000149
"elapsed530","5","FALSE","100",1.73999999999069
"elapsed531","5","FALSE","100",1.9440000000177
"elapsed532","5","FALSE","100",1.81400000001304
"elapsed533","5","FALSE","100",1.78299999999581
"elapsed534","5","FALSE","100",1.82099999999627
"elapsed535","5","FALSE","100",1.83899999997811
"elapsed536","5","FALSE","100",1.79599999997299
"elapsed537","5","FALSE","100",1.76400000002468
"elapsed538","5","FALSE","100",1.92700000002515
"elapsed539","5","FALSE","100",1.88000000000466
"elapsed540","5","FALSE","100",1.89600000000792
"elapsed541","5","FALSE","100",1.95199999999022
"elapsed542","5","FALSE","100",2.13199999998324
"elapsed543","5","FALSE","100",1.77999999996973
"elapsed544","5","FALSE","100",1.70100000000093
"elapsed545","5","FALSE","100",1.81599999999162
"elapsed546","5","FALSE","100",1.83600000001024
"elapsed547","5","FALSE","100",1.7620000000461
"elapsed548","5","FALSE","100",2.12300000002142
"elapsed549","5","FALSE","100",1.99300000001676
"elapsed550","5","FALSE","150",4.38000000000466
"elapsed551","5","FALSE","150",4.31200000003446
"elapsed552","5","FALSE","150",4.04800000000978
"elapsed553","5","FALSE","150",4.57299999997485
"elapsed554","5","FALSE","150",4.21899999998277
"elapsed555","5","FALSE","150",3.73399999999674
"elapsed556","5","FALSE","150",4.04200000001583
"elapsed557","5","FALSE","150",4.27100000000792
"elapsed558","5","FALSE","150",4.90300000004936
"elapsed559","5","FALSE","150",4.12100000004284
"elapsed560","5","FALSE","150",4.62400000001071
"elapsed561","5","FALSE","150",4.01600000000326
"elapsed562","5","FALSE","150",4.13799999997718
"elapsed563","5","FALSE","150",4.26799999998184
"elapsed564","5","FALSE","150",4.13999999995576
"elapsed565","5","FALSE","150",4.44599999999627
"elapsed566","5","FALSE","150",3.89199999999255
"elapsed567","5","FALSE","150",3.99299999995856
"elapsed568","5","FALSE","150",4.30900000000838
"elapsed569","5","FALSE","150",4.27100000000792
"elapsed570","5","FALSE","150",4.04300000000512
"elapsed571","5","FALSE","150",3.98500000004424
"elapsed572","5","FALSE","150",4.01399999996647
"elapsed573","5","FALSE","150",3.8190000000177
"elapsed574","5","FALSE","150",4.12800000002608
"elapsed575","5","FALSE","150",4.30099999997765
"elapsed576","5","FALSE","150",3.87100000004284
"elapsed577","5","FALSE","150",3.94099999999162
"elapsed578","5","FALSE","150",3.93499999999767
"elapsed579","5","FALSE","150",5.13199999998324
"elapsed580","5","FALSE","150",4.45199999999022
"elapsed581","5","FALSE","150",4.3190000000177
"elapsed582","5","FALSE","150",3.89699999999721
"elapsed583","5","FALSE","150",3.99700000003213
"elapsed584","5","FALSE","150",3.79800000000978
"elapsed585","5","FALSE","150",3.99100000003818
"elapsed586","5","FALSE","150",4.09700000000885
"elapsed587","5","FALSE","150",3.71799999999348
"elapsed588","5","FALSE","150",4.00300000002608
"elapsed589","5","FALSE","150",3.63400000002002
"elapsed590","5","FALSE","150",5.2730000000447
"elapsed591","5","FALSE","150",3.97800000000279
"elapsed592","5","FALSE","150",4.34299999999348
"elapsed593","5","FALSE","150",4.46100000001024
"elapsed594","5","FALSE","150",4.36200000002282
"elapsed595","5","FALSE","150",5.20599999994738
"elapsed596","5","FALSE","150",4.14299999998184
"elapsed597","5","FALSE","150",3.88200000004144
"elapsed598","5","FALSE","150",4.02999999996973
"elapsed599","5","FALSE","150",3.99499999999534
"elapsed600","5","FALSE","200",7.73300000000745
"elapsed601","5","FALSE","200",7.20499999995809
"elapsed602","5","FALSE","200",8.27000000001863
"elapsed603","5","FALSE","200",7.85499999998137
"elapsed604","5","FALSE","200",7.37400000001071
"elapsed605","5","FALSE","200",7.84799999999814
"elapsed606","5","FALSE","200",7.88000000000466
"elapsed607","5","FALSE","200",7.33299999998417
"elapsed608","5","FALSE","200",6.73800000001211
"elapsed609","5","FALSE","200",6.79999999998836
"elapsed610","5","FALSE","200",7.43499999999767
"elapsed611","5","FALSE","200",8.02700000000186
"elapsed612","5","FALSE","200",6.54399999999441
"elapsed613","5","FALSE","200",7.14100000000326
"elapsed614","5","FALSE","200",6.6140000000014
"elapsed615","5","FALSE","200",6.90200000000186
"elapsed616","5","FALSE","200",8.28700000001118
"elapsed617","5","FALSE","200",7.00299999996787
"elapsed618","5","FALSE","200",6.72100000001956
"elapsed619","5","FALSE","200",7.56199999997625
"elapsed620","5","FALSE","200",6.81800000002841
"elapsed621","5","FALSE","200",7.34700000000885
"elapsed622","5","FALSE","200",6.54899999999907
"elapsed623","5","FALSE","200",6.82500000001164
"elapsed624","5","FALSE","200",6.90500000002794
"elapsed625","5","FALSE","200",7.36300000001211
"elapsed626","5","FALSE","200",7.42900000000373
"elapsed627","5","FALSE","200",6.71700000000419
"elapsed628","5","FALSE","200",7.22899999999208
"elapsed629","5","FALSE","200",7.09799999999814
"elapsed630","5","FALSE","200",6.89400000002934
"elapsed631","5","FALSE","200",6.86499999999069
"elapsed632","5","FALSE","200",6.77500000002328
"elapsed633","5","FALSE","200",7.35100000002421
"elapsed634","5","FALSE","200",7.01999999996042
"elapsed635","5","FALSE","200",6.85099999996601
"elapsed636","5","FALSE","200",7.01799999998184
"elapsed637","5","FALSE","200",6.57000000000698
"elapsed638","5","FALSE","200",6.72299999999814
"elapsed639","5","FALSE","200",6.81300000002375
"elapsed640","5","FALSE","200",8.2390000000014
"elapsed641","5","FALSE","200",7.67600000003586
"elapsed642","5","FALSE","200",7.88400000002002
"elapsed643","5","FALSE","200",7.10499999998137
"elapsed644","5","FALSE","200",6.7160000000149
"elapsed645","5","FALSE","200",6.27900000003865
"elapsed646","5","FALSE","200",7.69500000000698
"elapsed647","5","FALSE","200",6.69900000002235
"elapsed648","5","FALSE","200",7.22399999998743
"elapsed649","5","FALSE","200",7.27500000002328
"elapsed650","5","FALSE","300",16.7280000000028
"elapsed651","5","FALSE","300",17.2760000000126
"elapsed652","5","FALSE","300",16.3379999999888
"elapsed653","5","FALSE","300",15.039000000048
"elapsed654","5","FALSE","300",15.5909999999567
"elapsed655","5","FALSE","300",15.7360000000335
"elapsed656","5","FALSE","300",16.1579999999958
"elapsed657","5","FALSE","300",15.560999999987
"elapsed658","5","FALSE","300",17.2150000000256
"elapsed659","5","FALSE","300",16.3809999999939
"elapsed660","5","FALSE","300",16.2679999999818
"elapsed661","5","FALSE","300",15.1759999999776
"elapsed662","5","FALSE","300",15.2209999999614
"elapsed663","5","FALSE","300",15.8150000000023
"elapsed664","5","FALSE","300",16.8269999999902
"elapsed665","5","FALSE","300",17.2019999999902
"elapsed666","5","FALSE","300",17.0320000000065
"elapsed667","5","FALSE","300",15.530999999959
"elapsed668","5","FALSE","300",15.0670000000391
"elapsed669","5","FALSE","300",16.5389999999898
"elapsed670","5","FALSE","300",15.4739999999874
"elapsed671","5","FALSE","300",14.8769999999786
"elapsed672","5","FALSE","300",16.4650000000256
"elapsed673","5","FALSE","300",15.6869999999763
"elapsed674","5","FALSE","300",16.1969999999856
"elapsed675","5","FALSE","300",16.2900000000373
"elapsed676","5","FALSE","300",15.4639999999781
"elapsed677","5","FALSE","300",15.1000000000349
"elapsed678","5","FALSE","300",16.3630000000121
"elapsed679","5","FALSE","300",15.2089999999735
"elapsed680","5","FALSE","300",16.8130000000237
"elapsed681","5","FALSE","300",15.4700000000303
"elapsed682","5","FALSE","300",15.7840000000433
"elapsed683","5","FALSE","300",15.9549999999581
"elapsed684","5","FALSE","300",15.9029999999912
"elapsed685","5","FALSE","300",15.3260000000009
"elapsed686","5","FALSE","300",15.1969999999856
"elapsed687","5","FALSE","300",15.4979999999632
"elapsed688","5","FALSE","300",15.6359999999986
"elapsed689","5","FALSE","300",15.4589999999735
"elapsed690","5","FALSE","300",18.1240000000107
"elapsed691","5","FALSE","300",15.0550000000512
"elapsed692","5","FALSE","300",15.2750000000233
"elapsed693","5","FALSE","300",16.8059999999823
"elapsed694","5","FALSE","300",15.5089999999618
"elapsed695","5","FALSE","300",15.2530000000261
"elapsed696","5","FALSE","300",15.1279999999679
"elapsed697","5","FALSE","300",15.5879999999888
"elapsed698","5","FALSE","300",15.2179999999935
"elapsed699","5","FALSE","300",15.1060000000289
"elapsed700","5","FALSE","500",48.6419999999925
"elapsed701","5","FALSE","500",46.7490000000107
"elapsed702","5","FALSE","500",46.6520000000019
"elapsed703","5","FALSE","500",42.9919999999693
"elapsed704","5","FALSE","500",44.4349999999977
"elapsed705","5","FALSE","500",43.9990000000107
"elapsed706","5","FALSE","500",45.7660000000033
"elapsed707","5","FALSE","500",43.0310000000172
"elapsed708","5","FALSE","500",52.3919999999925
"elapsed709","5","FALSE","500",45.9830000000075
"elapsed710","5","FALSE","500",45.3770000000368
"elapsed711","5","FALSE","500",43.7210000000196
"elapsed712","5","FALSE","500",42.5370000000112
"elapsed713","5","FALSE","500",49.1229999999632
"elapsed714","5","FALSE","500",40.9980000000214
"elapsed715","5","FALSE","500",52.3240000000224
"elapsed716","5","FALSE","500",44.2270000000135
"elapsed717","5","FALSE","500",47.5059999999939
"elapsed718","5","FALSE","500",42.1089999999967
"elapsed719","5","FALSE","500",48.8250000000116
"elapsed720","5","FALSE","500",45.1459999999497
"elapsed721","5","FALSE","500",42.4969999999739
"elapsed722","5","FALSE","500",46.125
"elapsed723","5","FALSE","500",45.3020000000251
"elapsed724","5","FALSE","500",47.7110000000102
"elapsed725","5","FALSE","500",42.3710000000428
"elapsed726","5","FALSE","500",46.9020000000019
"elapsed727","5","FALSE","500",42.8759999999893
"elapsed728","5","FALSE","500",45.0129999999772
"elapsed729","5","FALSE","500",43.5610000000452
"elapsed730","5","FALSE","500",45.6369999999879
"elapsed731","5","FALSE","500",45.4130000000005
"elapsed732","5","FALSE","500",42.0119999999879
"elapsed733","5","FALSE","500",44.2539999999572
"elapsed734","5","FALSE","500",40.179999999993
"elapsed735","5","FALSE","500",43.5680000000284
"elapsed736","5","FALSE","500",43.5350000000326
"elapsed737","5","FALSE","500",43.1180000000168
"elapsed738","5","FALSE","500",39.2139999999781
"elapsed739","5","FALSE","500",42.1080000000075
"elapsed740","5","FALSE","500",44.1680000000051
"elapsed741","5","FALSE","500",41.7110000000102
"elapsed742","5","FALSE","500",41.9469999999856
"elapsed743","5","FALSE","500",45.4109999999637
"elapsed744","5","FALSE","500",52.4370000000345
"elapsed745","5","FALSE","500",43.6070000000182
"elapsed746","5","FALSE","500",41.3779999999679
"elapsed747","5","FALSE","500",45.3680000000168
"elapsed748","5","FALSE","500",42.1759999999776
"elapsed749","5","FALSE","500",42.2889999999898
"elapsed750","5","TRUE","100",2.27000000001863
"elapsed751","5","TRUE","100",2.04599999997299
"elapsed752","5","TRUE","100",2.13799999997718
"elapsed753","5","TRUE","100",1.99000000004889
"elapsed754","5","TRUE","100",2.05100000003586
"elapsed755","5","TRUE","100",2.32099999999627
"elapsed756","5","TRUE","100",1.9309999999823
"elapsed757","5","TRUE","100",2.21399999997811
"elapsed758","5","TRUE","100",2.19000000000233
"elapsed759","5","TRUE","100",1.88899999996647
"elapsed760","5","TRUE","100",1.94599999999627
"elapsed761","5","TRUE","100",2.07600000000093
"elapsed762","5","TRUE","100",1.88699999998789
"elapsed763","5","TRUE","100",2.20699999999488
"elapsed764","5","TRUE","100",1.96199999999953
"elapsed765","5","TRUE","100",2.09000000002561
"elapsed766","5","TRUE","100",2.16200000001118
"elapsed767","5","TRUE","100",1.90200000000186
"elapsed768","5","TRUE","100",1.73700000002282
"elapsed769","5","TRUE","100",2.0559999999823
"elapsed770","5","TRUE","100",1.8640000000014
"elapsed771","5","TRUE","100",1.97600000002421
"elapsed772","5","TRUE","100",2
"elapsed773","5","TRUE","100",1.90299999999115
"elapsed774","5","TRUE","100",1.91800000000512
"elapsed775","5","TRUE","100",1.99699999997392
"elapsed776","5","TRUE","100",1.82000000000698
"elapsed777","5","TRUE","100",2.09600000001956
"elapsed778","5","TRUE","100",1.98800000001211
"elapsed779","5","TRUE","100",1.86699999996927
"elapsed780","5","TRUE","100",1.85100000002421
"elapsed781","5","TRUE","100",2.16100000002189
"elapsed782","5","TRUE","100",1.94899999996414
"elapsed783","5","TRUE","100",1.85899999999674
"elapsed784","5","TRUE","100",1.81099999998696
"elapsed785","5","TRUE","100",1.95000000001164
"elapsed786","5","TRUE","100",1.85999999998603
"elapsed787","5","TRUE","100",1.90599999995902
"elapsed788","5","TRUE","100",1.72899999999208
"elapsed789","5","TRUE","100",1.81200000003446
"elapsed790","5","TRUE","100",1.79399999999441
"elapsed791","5","TRUE","100",1.92800000001444
"elapsed792","5","TRUE","100",1.85999999998603
"elapsed793","5","TRUE","100",1.79599999997299
"elapsed794","5","TRUE","100",1.9660000000149
"elapsed795","5","TRUE","100",2.56400000001304
"elapsed796","5","TRUE","100",2.46299999998882
"elapsed797","5","TRUE","100",1.90799999999581
"elapsed798","5","TRUE","100",1.8190000000177
"elapsed799","5","TRUE","100",1.92700000002515
"elapsed800","5","TRUE","150",4.37200000003213
"elapsed801","5","TRUE","150",4.15200000000186
"elapsed802","5","TRUE","150",4.0350000000326
"elapsed803","5","TRUE","150",3.97899999999208
"elapsed804","5","TRUE","150",4.30000000004657
"elapsed805","5","TRUE","150",3.99099999997998
"elapsed806","5","TRUE","150",3.82699999999022
"elapsed807","5","TRUE","150",4.01399999996647
"elapsed808","5","TRUE","150",3.90399999998044
"elapsed809","5","TRUE","150",3.88500000000931
"elapsed810","5","TRUE","150",4.08299999998417
"elapsed811","5","TRUE","150",4.41600000002654
"elapsed812","5","TRUE","150",4.81600000004983
"elapsed813","5","TRUE","150",4.07799999997951
"elapsed814","5","TRUE","150",4.19999999995343
"elapsed815","5","TRUE","150",3.91200000001118
"elapsed816","5","TRUE","150",4.05800000001909
"elapsed817","5","TRUE","150",4.19499999994878
"elapsed818","5","TRUE","150",3.80900000000838
"elapsed819","5","TRUE","150",3.94699999998556
"elapsed820","5","TRUE","150",3.78999999997905
"elapsed821","5","TRUE","150",4.22299999999814
"elapsed822","5","TRUE","150",3.91700000001583
"elapsed823","5","TRUE","150",4.46199999999953
"elapsed824","5","TRUE","150",3.88299999997253
"elapsed825","5","TRUE","150",3.70600000000559
"elapsed826","5","TRUE","150",3.95799999998417
"elapsed827","5","TRUE","150",4.06599999999162
"elapsed828","5","TRUE","150",3.84200000000419
"elapsed829","5","TRUE","150",4.07300000003306
"elapsed830","5","TRUE","150",3.99099999997998
"elapsed831","5","TRUE","150",4.17099999997299
"elapsed832","5","TRUE","150",4.01699999999255
"elapsed833","5","TRUE","150",3.98400000005495
"elapsed834","5","TRUE","150",4.70100000000093
"elapsed835","5","TRUE","150",3.86900000000605
"elapsed836","5","TRUE","150",3.9309999999823
"elapsed837","5","TRUE","150",3.76999999996042
"elapsed838","5","TRUE","150",3.85099999996601
"elapsed839","5","TRUE","150",3.94699999998556
"elapsed840","5","TRUE","150",3.80300000001444
"elapsed841","5","TRUE","150",3.9199999999837
"elapsed842","5","TRUE","150",4.16399999998976
"elapsed843","5","TRUE","150",3.94900000002235
"elapsed844","5","TRUE","150",3.89400000002934
"elapsed845","5","TRUE","150",3.91399999998976
"elapsed846","5","TRUE","150",3.79000000003725
"elapsed847","5","TRUE","150",4.04100000002654
"elapsed848","5","TRUE","150",4.00199999997858
"elapsed849","5","TRUE","150",3.94800000003306
"elapsed850","5","TRUE","200",6.6820000000298
"elapsed851","5","TRUE","200",7.19699999998556
"elapsed852","5","TRUE","200",6.36900000000605
"elapsed853","5","TRUE","200",7.01000000000931
"elapsed854","5","TRUE","200",6.78100000001723
"elapsed855","5","TRUE","200",7.56400000001304
"elapsed856","5","TRUE","200",7.11300000001211
"elapsed857","5","TRUE","200",6.55499999999302
"elapsed858","5","TRUE","200",6.49099999997998
"elapsed859","5","TRUE","200",6.63099999999395
"elapsed860","5","TRUE","200",6.79800000000978
"elapsed861","5","TRUE","200",6.71799999999348
"elapsed862","5","TRUE","200",6.47599999996601
"elapsed863","5","TRUE","200",6.79999999998836
"elapsed864","5","TRUE","200",6.5
"elapsed865","5","TRUE","200",6.46299999998882
"elapsed866","5","TRUE","200",7.4649999999674
"elapsed867","5","TRUE","200",6.30400000000373
"elapsed868","5","TRUE","200",6.8399999999674
"elapsed869","5","TRUE","200",6.76500000001397
"elapsed870","5","TRUE","200",6.61699999996927
"elapsed871","5","TRUE","200",6.94300000002841
"elapsed872","5","TRUE","200",7.01399999996647
"elapsed873","5","TRUE","200",7.26300000003539
"elapsed874","5","TRUE","200",6.76799999998184
"elapsed875","5","TRUE","200",6.83299999998417
"elapsed876","5","TRUE","200",6.72299999999814
"elapsed877","5","TRUE","200",6.67900000000373
"elapsed878","5","TRUE","200",6.09699999995064
"elapsed879","5","TRUE","200",6.91400000004796
"elapsed880","5","TRUE","200",6.86200000002282
"elapsed881","5","TRUE","200",7.02600000001257
"elapsed882","5","TRUE","200",6.51600000000326
"elapsed883","5","TRUE","200",6.34600000001956
"elapsed884","5","TRUE","200",6.52799999999115
"elapsed885","5","TRUE","200",6.82299999997485
"elapsed886","5","TRUE","200",6.74900000001071
"elapsed887","5","TRUE","200",6.25199999997858
"elapsed888","5","TRUE","200",6.24700000003213
"elapsed889","5","TRUE","200",6.48700000002282
"elapsed890","5","TRUE","200",7.15999999997439
"elapsed891","5","TRUE","200",6.54700000002049
"elapsed892","5","TRUE","200",6.59899999998743
"elapsed893","5","TRUE","200",6.31100000004517
"elapsed894","5","TRUE","200",7.04299999994691
"elapsed895","5","TRUE","200",6.25500000000466
"elapsed896","5","TRUE","200",6.45900000003166
"elapsed897","5","TRUE","200",6.8859999999986
"elapsed898","5","TRUE","200",6.49199999996927
"elapsed899","5","TRUE","200",6.5339999999851
"elapsed900","5","TRUE","300",14.0929999999935
"elapsed901","5","TRUE","300",14.0740000000224
"elapsed902","5","TRUE","300",13.4469999999856
"elapsed903","5","TRUE","300",13.9020000000019
"elapsed904","5","TRUE","300",14.9649999999674
"elapsed905","5","TRUE","300",14.1319999999832
"elapsed906","5","TRUE","300",13.2689999999711
"elapsed907","5","TRUE","300",13.9640000000363
"elapsed908","5","TRUE","300",13.6319999999832
"elapsed909","5","TRUE","300",13.63400000002
"elapsed910","5","TRUE","300",15.3170000000391
"elapsed911","5","TRUE","300",13.99099999998
"elapsed912","5","TRUE","300",13.5300000000279
"elapsed913","5","TRUE","300",14.0920000000042
"elapsed914","5","TRUE","300",14.4870000000228
"elapsed915","5","TRUE","300",13.5200000000186
"elapsed916","5","TRUE","300",14.195000000007
"elapsed917","5","TRUE","300",13.4199999999837
"elapsed918","5","TRUE","300",13.8740000000107
"elapsed919","5","TRUE","300",14.6730000000098
"elapsed920","5","TRUE","300",13.4400000000023
"elapsed921","5","TRUE","300",13.2440000000061
"elapsed922","5","TRUE","300",14.1539999999804
"elapsed923","5","TRUE","300",14.8459999999614
"elapsed924","5","TRUE","300",14.5100000000093
"elapsed925","5","TRUE","300",13.1169999999693
"elapsed926","5","TRUE","300",13.1100000000442
"elapsed927","5","TRUE","300",13.8720000000321
"elapsed928","5","TRUE","300",13.6610000000219
"elapsed929","5","TRUE","300",13.8620000000228
"elapsed930","5","TRUE","300",14.1080000000075
"elapsed931","5","TRUE","300",14.7269999999553
"elapsed932","5","TRUE","300",13.7200000000303
"elapsed933","5","TRUE","300",14.7170000000042
"elapsed934","5","TRUE","300",14.7189999999828
"elapsed935","5","TRUE","300",14.3069999999716
"elapsed936","5","TRUE","300",13.1369999999879
"elapsed937","5","TRUE","300",14.2799999999697
"elapsed938","5","TRUE","300",14.411999999953
"elapsed939","5","TRUE","300",13.329000000027
"elapsed940","5","TRUE","300",13.9409999999916
"elapsed941","5","TRUE","300",13.2079999999842
"elapsed942","5","TRUE","300",14.6920000000391
"elapsed943","5","TRUE","300",13.5740000000224
"elapsed944","5","TRUE","300",13.4510000000009
"elapsed945","5","TRUE","300",13.0769999999902
"elapsed946","5","TRUE","300",14.109999999986
"elapsed947","5","TRUE","300",15.4709999999614
"elapsed948","5","TRUE","300",12.8819999999832
"elapsed949","5","TRUE","300",14.00900000002
"elapsed950","5","TRUE","500",37.9629999999888
"elapsed951","5","TRUE","500",40.1080000000075
"elapsed952","5","TRUE","500",36.8830000000307
"elapsed953","5","TRUE","500",37.2630000000354
"elapsed954","5","TRUE","500",38.4260000000359
"elapsed955","5","TRUE","500",37.8709999999846
"elapsed956","5","TRUE","500",37.570000000007
"elapsed957","5","TRUE","500",37.4959999999846
"elapsed958","5","TRUE","500",37.3859999999986
"elapsed959","5","TRUE","500",37.2489999999525
"elapsed960","5","TRUE","500",38.1730000000098
"elapsed961","5","TRUE","500",37.9820000000182
"elapsed962","5","TRUE","500",37.3699999999953
"elapsed963","5","TRUE","500",37.6379999999772
"elapsed964","5","TRUE","500",38.1999999999534
"elapsed965","5","TRUE","500",37.8609999999753
"elapsed966","5","TRUE","500",39.3979999999865
"elapsed967","5","TRUE","500",37.7619999999879
"elapsed968","5","TRUE","500",38.8540000000503
"elapsed969","5","TRUE","500",37.3090000000084
"elapsed970","5","TRUE","500",39.2649999999558
"elapsed971","5","TRUE","500",37.1849999999977
"elapsed972","5","TRUE","500",37.3449999999721
"elapsed973","5","TRUE","500",39.6780000000144
"elapsed974","5","TRUE","500",36.5970000000088
"elapsed975","5","TRUE","500",36.7850000000326
"elapsed976","5","TRUE","500",37.4270000000251
"elapsed977","5","TRUE","500",37.4049999999697
"elapsed978","5","TRUE","500",36.6739999999991
"elapsed979","5","TRUE","500",38.1219999999739
"elapsed980","5","TRUE","500",38.429999999993
"elapsed981","5","TRUE","500",37.5819999999949
"elapsed982","5","TRUE","500",38.3390000000363
"elapsed983","5","TRUE","500",38.5169999999925
"elapsed984","5","TRUE","500",36.9510000000009
"elapsed985","5","TRUE","500",38.6019999999553
"elapsed986","5","TRUE","500",36.5829999999842
"elapsed987","5","TRUE","500",37.0509999999776
"elapsed988","5","TRUE","500",37.6379999999772
"elapsed989","5","TRUE","500",38.7770000000019
"elapsed990","5","TRUE","500",38.4310000000405
"elapsed991","5","TRUE","500",38.1549999999697
"elapsed992","5","TRUE","500",37.9290000000037
"elapsed993","5","TRUE","500",37.1149999999907
"elapsed994","5","TRUE","500",38.8460000000196
"elapsed995","5","TRUE","500",40.5949999999721
"elapsed996","5","TRUE","500",39.3310000000056
"elapsed997","5","TRUE","500",38.7989999999991
"elapsed998","5","TRUE","500",38.4089999999851
"elapsed999","5","TRUE","500",39.9049999999697
"elapsed1000","6","FALSE","100",2.0570000000298
"elapsed1001","6","FALSE","100",1.9089999999851
"elapsed1002","6","FALSE","100",1.89400000002934
"elapsed1003","6","FALSE","100",1.91200000001118
"elapsed1004","6","FALSE","100",1.82600000000093
"elapsed1005","6","FALSE","100",1.79599999997299
"elapsed1006","6","FALSE","100",1.86000000004424
